,Neisseria elongata C2011003085,Neisseria elongata subsp. glycolytica 431 NMEN,Neisseria elongata subsp. glycolytica 404 NMEN,Neisseria elongata subsp. elongata ATCC 25295,Neisseria elongata subsp. glycolytica NCTC11050,Neisseria elongata M15910,Neisseria elongata subsp. glycolytica 1279 NMEN,Neisseria elongata C2013018262,Neisseria elongata C2014003241,Neisseria elongata subsp. glycolytica ATCC 29315 ATCC 29315,Neisseria elongata NCTC10660,Neisseria elongata M15911,Kingella potus NCTC13336,Kingella potus 3 SID 1128,Neisseria bacilliformis 203 NMEN,Neisseria bacilliformis 914 NLAC,Neisseria bacilliformis DSM 23338,Neisseria bacilliformis ATCC BAA 1200,Neisseria shayeganii DSM22244,Neisseria shayeganii 871,Eikenella corrodens FDAARGOS 1474,Eikenella corrodens ATCC 23834 ATCC 23834,Eikenella sp. NML03-A-027 NML03-A-027,Eikenella exigua PXX,Eikenella sp. NML96-A-049 NML96-A-049,Eikenella longinqua NML02-A-017,Eikenella sp. NML99-0057 NML99-0057,Eikenella corrodens EI 07,Eikenella sp. NML070372 NML070372,Eikenella sp. NML97-A-109 NML97-A-109,Eikenella sp. NML080894 NML080894,Eikenella sp. HMSC061C02 HMSC061C02,Eikenella halliae NML130454,Eikenella corrodens EI 01,Eikenella sp. NML120348 NML120348,Eikenella sp. HMSC073A11 HMSC073A11,Eikenella corrodens KCOM 1378,Eikenella corrodens NML130388,Eikenella corrodens EI 05,Eikenella corrodens NML04-0072,Eikenella corrodens NML140207,Eikenella corrodens 491 NMEN,Eikenella glucosivorans S3360,Eikenella corrodens NML01-0328,Eikenella corrodens EI 04,Eikenella corrodens NML01-0040,Eikenella corrodens EI 06,Eikenella sp. NML01-A-086 NML01-A-086,Eikenella exigua EI 02,Eikenella corrodens EI 03,Eikenella corrodens EI 08,Eikenella sp. HMSC071B05 HMSC071B05,Eikenella corrodens KCOM 3110,Eikenella corrodens EI 09,Eikenella corrodens NML120819,Eikenella corrodens NCTC10596,Eikenella corrodens CC92I CC92I,Eikenella sp. Marseille-P7795 Marseille-P7795,Kingella sp. CICC 24913 CICC 24913,Conchiformibius kuhniae DSM 17694 DSM 17694,Conchiformibius steedae COT-280,Conchiformibius steedae DSM 2580 DSM 2580,Conchiformibius steedae DSM 2580,Kingella denitrificans GC77,Kingella denitrificans ATCC 33394 ATCC 33394,Kingella denitrificans FDAARGOS 1060,Kingella denitrificans NCTC10995,Kingella bonacorsii Marseille-Q4569,Kingella oralis DSM 18271,Kingella oralis ATCC 51147 ATCC 51147,Alysiella filiformis DSM 16848,Alysiella filiformis DSM 16848 DSM 16848,Simonsiella muelleri ATCC 29453,Simonsiella muelleri DSM 2579,Alysiella crassa S6,Alysiella crassa NCTC10283,Alysiella crassa DSM 2578 DSM 2578,Kingella negevensis kingella eburonensis,Kingella negevensis Pharynx,Kingella negevensis SW7208426,Kingella kingae PV1748 PV1748,Kingella kingae KK113 KK113,Kingella kingae KK245 KK245,Kingella kingae BB114 BB114,Kingella kingae KK274,Kingella kingae NCTC10746,Kingella kingae ATCC 23332,Kingella kingae KK83 KK83,Kingella kingae 11220434 11220434,Kingella kingae KK12 KK12,Kingella kingae KK101 KK101,Kingella kingae KK260 KK260,Kingella kingae KK145 KK145,Kingella kingae KK156 KK156,Kingella kingae KK107 KK107,Kingella kingae KK6 KK6,Kingella kingae AA417 AA417,Kingella kingae KK411 KK411,Kingella kingae KK274 KK274,Kingella kingae KK199 KK199,Kingella kingae KK242 KK242,Kingella kingae CC254 CC254,Kingella kingae KK171 KK171,Kingella kingae KK3 KK3,Kingella kingae Vir5453 Vir5453,Kingella kingae BB631 BB631,Kingella kingae D2363 D2363,Kingella kingae BB060 BB060,Kingella kingae KK60 KK60,Kingella kingae KK88 KK88,Kingella kingae ATCC 23330 ATCC 23330,Kingella kingae 4177 66,Kingella kingae NCTC10529,Kingella kingae KK189 KK189,Kingella kingae KK141 KK141,Kingella kingae KK75 KK75,Kingella kingae AA068 AA068,Kingella kingae KK158 KK158,Kingella kingae KK56 KK56,Kingella kingae AA255 AA255,Kingella kingae AA105 AA105,Kingella kingae KK238 KK238,Kingella kingae BB016 BB016,Kingella kingae KK97 KK97,Kingella kingae KK93 KK93,Kingella kingae KK190 KK190,Kingella kingae KK128 KK128,Kingella kingae ATCC 23331,Kingella kingae PYKK081 PYKK081,Kingella kingae D7330 D7330,Kingella kingae chl4475,Kingella kingae chl3548,Kingella kingae chl2764,Kingella kingae F41215CHC
Kingella kingae KK97 KK97,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.06134,77.558891,77.50885,77.483421,77.89299,78.033859,78.115402,78.072952,77.743271,77.884964,77.965691,79.449997,79.273003,79.809692,79.748962,79.585678,79.595612,79.668777,84.618912,84.544884,85.040802,97.977219,97.950256,97.969574,97.993561,97.747597,97.797852,97.798378,98.032043,98.079742,98.040939,98.037766,97.963326,98.00705,97.962326,98.03244,98.01915,98.016731,97.985237,98.017532,97.99971,97.973656,97.954285,98.015335,97.976593,97.953629,97.955154,98.021889,97.992119,98.046814,97.965508,98.166069,98.064697,98.066658,98.090576,98.018692,98.045303,98.053543,98.070274,98.178757,98.133812,98.12912,98.784401,99.190559,100,99.03891,99.058395,99.029961,98.82077,98.607162,98.638397,99.043732,99.039734,99.079384,98.956787
Kingella kingae KK93 KK93,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.153763,77.581909,77.581657,77.540146,77.975304,78.131699,78.237274,78.190063,77.814781,77.876617,77.954155,79.595604,79.347702,79.81514,79.807312,79.695526,79.620407,79.669098,84.546082,84.613724,85.032242,97.908691,97.924316,97.933647,97.939392,97.770279,97.847992,97.825043,98.072571,98.041534,98.086182,98.045593,98.053864,98.082611,98.05574,98.071213,98.080948,98.091919,98.002823,98.021034,98.074287,97.95829,97.975555,98.038704,97.974686,97.917778,97.992874,98.088684,97.963318,98.0448,97.964668,98.154823,98.09906,98.073112,98.036682,98.003021,98.06147,98.009521,98.074684,98.184959,98.133232,98.133301,98.797325,99.023392,99.03891,100,99.086769,99.208084,98.874496,98.658394,98.647018,99.004227,98.946732,99.007172,98.885071
Kingella kingae KK190 KK190,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.148941,77.534653,77.533173,77.501801,78.00473,78.18631,78.332802,78.231354,77.784927,77.771118,77.896088,79.532784,79.297256,79.735687,79.778473,79.506699,79.577309,79.629372,84.42778,84.621017,84.939178,97.990036,97.948433,97.965645,97.992935,97.731201,97.82795,97.841682,98.06723,98.015747,98.07663,97.974998,97.996033,98.049591,97.9795,98.017189,98.064117,98.022591,97.97728,98.039474,98.023514,97.924866,97.944748,97.98291,98.003082,97.901901,97.873108,97.980057,98.009865,98.026077,98.020134,98.104294,98.026199,98.087814,98.062286,97.995216,98.03331,98.063248,98.034935,98.179436,98.172897,98.174911,98.697861,99.059532,99.058395,99.086769,100,99.104965,98.753754,98.56311,98.605362,98.917816,98.92997,98.975655,98.821541
Kingella kingae KK128 KK128,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.141663,77.576454,77.553131,77.530708,78.032608,78.147171,78.221558,78.226288,77.796936,77.903625,77.990799,79.571091,79.320679,79.807922,79.800659,79.657684,79.658432,79.748161,84.518112,84.567047,84.976311,97.950104,97.88562,97.944016,97.985741,97.816528,97.856598,97.824005,98.09436,98.061012,98.097946,98.022385,98.041672,98.068741,98.040176,98.056114,98.047897,98.056915,98.020157,98.028908,98.074715,97.964821,97.961754,97.956543,97.979385,97.938713,97.980865,98.075027,97.910583,98.019836,97.953476,98.132172,98.110016,98.078392,98.064941,98.042328,98.062012,98.003418,98.034447,98.15583,98.154022,98.142166,98.759743,99.015793,99.029961,99.208084,99.104965,100,98.877121,98.68985,98.586929,99.046852,98.965706,99.043335,98.907219
Kingella kingae ATCC 23331,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.155106,77.740524,77.814865,77.755585,77.976364,78.165932,78.379425,78.273117,77.949722,78.168022,78.190643,79.65715,79.388321,80.186035,80.077942,79.835648,79.71151,79.82724,85.39679,85.399078,85.595337,97.87355,97.897713,97.977158,98.002731,98.17691,98.120056,98.104477,97.995499,98.061211,97.98172,97.972977,97.986137,98.028435,98.023117,98.0196,98.000824,98.0121,97.913399,97.939758,98.024078,97.787659,97.82811,97.983551,97.938553,97.914879,97.84671,97.986435,97.900894,97.966339,97.888229,98.314247,98.318069,98.29808,98.029617,97.923149,98.002373,98.028519,97.982117,98.069519,98.114883,98.092697,98.747375,98.886826,98.82077,98.874496,98.753754,98.877121,100,99.407104,98.753487,99.589844,99.592896,99.582733,99.648041
Kingella kingae PYKK081 PYKK081,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.090683,77.590446,77.690315,77.665787,77.869102,78.193481,78.17308,78.119644,77.882759,77.920013,78.028046,79.688324,79.431,80.284256,80.173508,79.723129,79.65892,79.778473,85.324524,85.346001,85.827049,97.894638,97.921387,98.010323,97.988716,98.202301,98.040375,98.008804,98.017159,98.031769,98.026855,97.935539,97.997955,97.990631,97.996338,97.998772,97.993095,97.992432,97.949829,97.955963,97.958328,97.86554,97.917618,98.001694,97.975235,97.921143,97.915176,98.030777,97.959785,98.005043,97.952347,98.329742,98.250549,98.257042,98.012482,97.92131,98.002258,98.001709,97.991074,98.118088,98.155632,98.15239,98.654541,98.624023,98.607162,98.658394,98.56311,98.68985,99.407104,100,99.285492,99.250557,99.258942,99.22924,99.274384
Kingella kingae D7330 D7330,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.054314,77.575836,77.478104,77.548706,77.944412,78.074188,78.221176,78.171234,77.982376,77.915482,77.991821,79.549088,79.341141,79.942398,79.906311,79.764725,79.765991,79.892128,84.715179,84.522659,85.064407,98.065414,98.072647,98.090721,98.135468,97.960007,97.981339,97.99884,98.205994,98.221046,98.205345,98.140472,98.154678,98.185646,98.157623,98.184242,98.179123,98.166893,98.114418,98.122406,98.169678,97.985504,97.977356,98.023918,97.977112,97.997749,97.894302,98.032959,97.927765,97.976089,97.938744,98.163055,98.139648,98.111153,98.057205,98.004898,98.065781,98.093536,98.059097,98.087914,98.191284,98.12838,98.617401,98.678207,98.638397,98.647018,98.605362,98.586929,98.753487,99.285492,100,98.855705,98.793732,98.878075,98.736954
Kingella kingae chl4475,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,76.340698,77.065491,77.617081,77.604462,77.522552,78.040695,78.260071,78.310043,78.213676,77.914223,77.874771,78.005684,79.553452,79.492241,79.874847,79.834656,79.76532,79.706863,79.892227,85.272476,84.99585,85.064537,98.099426,98.114487,98.188141,98.205734,98.360344,98.264847,98.279861,98.244293,98.305069,98.26812,98.197739,98.178627,98.27491,98.23558,98.219498,98.204041,98.21006,98.181747,98.191147,98.252853,97.97567,97.995636,98.182068,98.178711,98.167206,98.092133,98.169373,98.211128,98.175568,98.18335,98.502747,98.424301,98.4245,98.22197,98.172729,98.210785,98.248543,98.212662,98.317383,98.323586,98.306641,98.866791,99.174133,99.043732,99.004227,98.917816,99.046852,99.589844,99.250557,98.855705,100,99.988617,99.993416,99.958298
Kingella kingae chl3548,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.036934,77.648376,77.586174,77.509026,78.058884,78.234406,78.263519,78.200844,77.833542,77.853989,77.948326,79.533333,79.355698,79.827988,79.837692,79.625458,79.632126,79.803795,85.313957,84.932404,85.172882,98.133209,98.144821,98.187416,98.246277,98.391815,98.271774,98.296951,98.266235,98.289963,98.271332,98.22377,98.209572,98.267159,98.217804,98.254486,98.24707,98.256584,98.201904,98.202568,98.248848,97.927368,97.951736,98.127563,98.152443,98.128105,98.017899,98.091972,98.171249,98.121307,98.146973,98.424637,98.371857,98.381699,98.170845,98.132919,98.170624,98.217064,98.174652,98.322021,98.320793,98.284515,98.828941,99.125641,99.039734,98.946732,98.92997,98.965706,99.592896,99.258942,98.793732,99.988617,100,99.992912,99.962753
Kingella kingae chl2764,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.105034,77.63884,77.519943,77.469757,78.026909,78.277779,78.31852,78.229828,77.845459,77.954987,78.039322,79.603355,79.47097,79.869614,79.828148,79.774689,79.729614,79.878021,85.276344,85.065887,85.147614,98.167221,98.188042,98.23497,98.247849,98.415817,98.267616,98.28405,98.251511,98.327347,98.243912,98.227638,98.232346,98.279099,98.234955,98.253281,98.222641,98.270187,98.222618,98.204453,98.255264,97.98465,98.027878,98.186752,98.215424,98.190491,98.11264,98.166794,98.25087,98.215172,98.213654,98.465408,98.381371,98.354553,98.258087,98.211609,98.239578,98.305359,98.265808,98.342957,98.355423,98.325134,98.882973,99.189514,99.079384,99.007172,98.975655,99.043335,99.582733,99.22924,98.878075,99.993416,99.992912,100,99.963692
Kingella kingae F41215CHC,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,77.106873,77.576141,77.747437,77.722,77.926735,78.18811,78.531372,78.342758,78.031021,78.105042,78.110184,79.724075,79.422073,80.36232,80.189194,79.768738,79.671524,79.762115,85.566895,85.340431,85.805649,98.073914,98.146828,98.109215,98.178345,98.362083,98.255264,98.260452,98.178467,98.271805,98.195076,98.138428,98.164864,98.167816,98.157562,98.189964,98.17186,98.190987,98.145706,98.137299,98.181931,97.863495,97.881012,98.084251,98.081039,98.058968,98.00824,98.056488,98.168251,98.09024,98.083672,98.449738,98.407593,98.396225,98.093483,98.02359,98.0952,98.164024,98.09024,98.224899,98.311905,98.268509,98.763885,99.050735,98.956787,98.885071,98.821541,98.907219,99.648041,99.274384,98.736954,99.958298,99.962753,99.963692,100
